audio_path,similarity_ratio,below_threshold,expected_text,transcribed_text
/home/david/levante/levante_translations/audio_files/es-CO/ChildSurveyIntro.mp3,0.4872611464968153,True,"Estas preguntas se refieren a cómo te sientes en el colegio, y a algunas de las cosas que haces en el colegio. No hay respuestas correctas ni incorrectas. Elige la respuesta que mejor diga lo que tú piensas. No, nunca; Sí, algunas veces; Sí, muchas veces; Sí, siempre. Las primeras dos preguntas son de práctica.","Estas preguntas se refieren a cómo te sientes en el colegio y a de algunas de las cosas que haces en el colegio. No hay respuestas correctas ni incorrectas. Él dice la respuesta que mejor diga lo que tú piensas. No, nunca. Sí, algunas veces. Sí, muchas veces. Sí, siempre. Las primeras dos preguntas son de práctica."
/home/david/levante/levante_translations/audio_files/es-CO/ChildSurveyRespoonses.mp3,0.9411764705882353,False,"No, nunca; Sí, algunas veces; Sí, muchas veces; Sí, siempre","No, nunca. Sí, algunas veces. Sí, muchas veces. Sí, siempre."
/home/david/levante/levante_translations/audio_files/es-CO/ClassFriends.mp3,1.0,False,¿Tienes amigos o amigas en tu salón?,¿Tienes amigos o amigas en tu salón?
/home/david/levante/levante_translations/audio_files/es-CO/ClassHelp.mp3,1.0,False,¿Te ayudan los niños y las niñas de tu salón cuando lo necesitas?,¿Te ayudan los niños y las niñas de tu salón cuando lo necesitas?
/home/david/levante/levante_translations/audio_files/es-CO/ClassNice.mp3,0.9724770642201835,False,¿Los niños y las niñas de tu salón son amables contigo?,Los niños y las niñas de tu salón son amables contigo.
/home/david/levante/levante_translations/audio_files/es-CO/ClassPlay.mp3,1.0,False,¿Los niños y las niñas de tu salón juegan contigo?,¿Los niños y las niñas de tu salón juegan contigo?
/home/david/levante/levante_translations/audio_files/es-CO/Example1Comic.mp3,0.9428571428571428,False,¿Te gusta leer historietas (comics)?,¿Te gusta leer historietas cómics?
/home/david/levante/levante_translations/audio_files/es-CO/Example2Neat.mp3,1.0,False,¿Eres limpio y ordenado en el colegio?,¿Eres limpio y ordenado en el colegio?
/home/david/levante/levante_translations/audio_files/es-CO/GrowthMindMath.mp3,1.0,False,Algunos niños y niñas creen que pueden mejorar en matemáticas si se esfuerzan mucho. ¿Crees que tú puedes mejorar en matemáticas si te esfuerzas mucho?,Algunos niños y niñas creen que pueden mejorar en matemáticas si se esfuerzan mucho. ¿Crees que tú puedes mejorar en matemáticas si te esfuerzas mucho?
/home/david/levante/levante_translations/audio_files/es-CO/GrowthMindRead.mp3,1.0,False,Algunos niños y niñas creen que pueden mejorar en lectura si se esfuerzan mucho. ¿Crees que tú puedes mejorar en lectura si te esfuerzas mucho?,Algunos niños y niñas creen que pueden mejorar en lectura si se esfuerzan mucho. ¿Crees que tú puedes mejorar en lectura si te esfuerzas mucho?
/home/david/levante/levante_translations/audio_files/es-CO/GrowthMindSmart.mp3,1.0,False,Algunos niños y niñas piensan que pueden ser más inteligentes si se esfuerzan mucho. ¿Crees que tú puedes ser más inteligente si te esfuerzas mucho?,Algunos niños y niñas piensan que pueden ser más inteligentes si se esfuerzan mucho. ¿Crees que tú puedes ser más inteligente si te esfuerzas mucho?
/home/david/levante/levante_translations/audio_files/es-CO/LearningGood.mp3,1.0,False,¿Te queda fácil aprender en el colegio?,¿Te queda fácil aprender en el colegio?
/home/david/levante/levante_translations/audio_files/es-CO/LonelySchool.mp3,1.0,False,¿Te sientes solo o sola en el colegio?,¿Te sientes solo o sola en el colegio?
/home/david/levante/levante_translations/audio_files/es-CO/MathEnjoy.mp3,1.0,False,¿Te gusta hacer actividades de matemáticas en el colegio?,¿Te gusta hacer actividades de matemáticas en el colegio?
/home/david/levante/levante_translations/audio_files/es-CO/MathGood.mp3,1.0,False,¿Eres bueno o buena para las matemáticas?,¿Eres bueno o buena para las matemáticas?
/home/david/levante/levante_translations/audio_files/es-CO/ReadingEnjoy.mp3,1.0,False,¿Te gusta hacer actividades de lectura en el colegio?,¿Te gusta hacer actividades de lectura en el colegio?
/home/david/levante/levante_translations/audio_files/es-CO/ReadingGood.mp3,1.0,False,¿Eres bueno o buena para la lectura?,¿Eres bueno o buena para la lectura?
/home/david/levante/levante_translations/audio_files/es-CO/SchoolEnjoy.mp3,0.975609756097561,False,¿Te gusta el colegio?,Te gusta el colegio?
/home/david/levante/levante_translations/audio_files/es-CO/SchoolFun.mp3,1.0,False,¿Es divertido ir al colegio?,¿Es divertido ir al colegio?
/home/david/levante/levante_translations/audio_files/es-CO/SchoolGiveUp.mp3,0.9763779527559056,False,"Cuando las tareas escolares son difíciles, ¿te rindes enseguida?","Cuando las tareas escolares son difíciles, te rindes enseguida."
/home/david/levante/levante_translations/audio_files/es-CO/SchoolHappy.mp3,1.0,False,¿Te sientes feliz en el colegio?,¿Te sientes feliz en el colegio?
/home/david/levante/levante_translations/audio_files/es-CO/SchoolSafe.mp3,0.9397590361445783,False,¿Te sientes seguro o segura en el colegio?,Te sientes seguro o seguro en el colegio.
/home/david/levante/levante_translations/audio_files/es-CO/TeacherLike.mp3,0.9454545454545454,False,¿Le caes bien a tu profesor?,Le caes bien a tu profesor.
/home/david/levante/levante_translations/audio_files/es-CO/TeacherListen.mp3,1.0,False,¿Tu profesor te escucha?,¿Tu profesor te escucha?
/home/david/levante/levante_translations/audio_files/es-CO/TeacherNice.mp3,1.0,False,¿Tu profesor te trata bien?,¿Tu profesor te trata bien?
/home/david/levante/levante_translations/audio_files/es-CO/ToM-intro.mp3,1.0,False,Este es el Juego de las historias. En este juego vas a escuchar algunas historias y luego vas a responder preguntas sobre esas historias.,Este es el juego de las historias. En este juego vas a escuchar algunas historias y luego vas a responder preguntas sobre esas historias.
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-10-instruct1.mp3,1.0,False,La profesora Sara le dice a todos sus estudiantes que cojan un libro de cuentos de la bolsa que trajo. Hay un libro de cuentos para cada estudiante.,La profesora Sara le dice a todos sus estudiantes que cojan un libro de cuentos de la bolsa que trajo. Hay un libro de cuentos para cada estudiante.
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-10-instruct2.mp3,0.9970238095238095,False,"Ahora quedan solo dos libros de cuentos y Brian y Megan son los dos últimos estudiantes que todavía no tienen un libro. Pero cuando Brian va a escoger su libro, decide coger los dos, aunque sabe que Megan todavía no tiene uno y que se supone que todos deberían tener un libro. Brian esconde el segundo libro de cuentos en su escritorio.","Ahora quedan solo dos libros de cuentos y Brian y Megan son los dos últimos estudiantes que todavía no tienen un libro, pero cuando Brian va a escoger su libro, decide coger los dos, aunque sabe que Megan todavía no tiene uno y que se supone que todos deberían tener un libro. Brian esconde el segundo libro de cuentos en su escritorio."
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-10-instruct3.mp3,0.9641025641025641,False,"La profesora Sara le pregunta a Brian: ""¿Queda algún libro de cuentos para que Megan pueda tener uno?"" Brian le dice a la profesora Sara: ""No, no queda ningún libro de cuentos. Todos se están usando.""","La profesora Sara le pregunta a Brian ¿Qué da algún libro de cuentos para que megan pueda tener uno? Brian le dice la profesora Sara No, no queda ningún libro de cuentos. Todos están usando."
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-10-instruct4.mp3,0.8240343347639485,True,"Megan está triste porque no tiene un libro de cuentos y le pregunta a la profesora Sara: ""¿Queda algún libro de cuentos para mí?"" La profesora Sara le dice: ""Lo siento mucho Megan, pero no quedan libros de cuentos, todos están en uso.""","Megan está triste porque no tiene un libro de cuentos y le pregunta a la profesora Sara, ¿qué da algún libro de cuentos para mí? La profesora Sara le dice, lo siento mucho Megan pero no quedan libros de cuentos, todos están en uso."
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-10-q1-emotion_reasoning.mp3,0.9922480620155039,False,¿Cómo se siente Megan al ser la única niña sin libro de cuentos?,"¿Cómo se siente Megan, al ser la única niña sin libro de cuentos?"
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-10-q2-emotion_reasoning.mp3,1.0,False,¿Cómo se sentiría Megan si recibiera un libro?,¿Cómo se sentiría Megan si recibiera un libro?
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-10-q3-reality_check.mp3,0.9777777777777777,False,¿Está mintiendo Brian?,¿Están mintiendo Brian?
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-10-q4-reality_check.mp3,0.9791666666666666,False,¿Queda un libro de cuentos que no se esté usando?,¿Queda un libro de cuentos que nos esté usando?
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-10-q5-false_belief.mp3,1.0,False,¿Está mintiendo la profesora Sara?,¿Está mintiendo la profesora Sara?
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-10-q6-reality_check.mp3,0.9622641509433962,False,¿Aún queda un libro de cuentos que no se esté usando?,¿Aunque da un libro de cuentos que no se esté usando?
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-11-instruct1.mp3,0.9757174392935982,False,"Este es José. Hace un rato, José estaba ordenando su habitación. José puso su pelota grande de baloncesto en el escritorio, su pelota mediano de fútbol en la mesa de noche y su pelota pequeña de béisbol en el estante de abajo.","Este es José. Hace un rato, José estaba ordenando su habitación. José puso su pelota grande de baloncesto en el escritorio, su pelota mediano de fútbol en la mesa de noche y su pelota pequeña de baseball en el estante de abajo."
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-11-instruct2.mp3,0.9761904761904762,False,"La madre de José acaba de entrar y José le pide a ella que coja un juguete. José le dice a su mamá: ""¡Quiero la pelota pequeña!","La madre de José acaba de entrar y José le pide a ella que coja un juguete. José le dice a su mamá, quiero la pelota pequeña."
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-11-q1-reference.mp3,1.0,False,¿Cuál pelota cogerá la mamá para José?,¿Cuál pelota cogerá la mamá para José?
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-11-q2-reality_check.mp3,0.96,False,¿Cuál pelota quiere José?,¿Cuál pelota quiere jose?
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-11-q3-emotion_reasoning.mp3,0.9642857142857143,False,"José quería la pelota de béisbol, ¡pero su mamá le dio la pelota de fútbol! ¿Cómo crees que se siente José al recibir el juguete equivocado?","José quería la pelota de baseball, pero su mamá le dio la pelota de fútbol. ¿Cómo crees que se siente José al recibir el juguete equivocado?"
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-11-q4-emotion_reasoning.mp3,1.0,False,¿Cómo crees que se sentiría José si hubiera recibido el juguete correcto?,¿Cómo crees que se sentiría José si hubiera recibido el juguete correcto?
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-12-instruct1.mp3,1.0,False,"Esta mañana, Papá le preguntó a Emma qué juguete le gustaría llevarse al colegio y Emma dijo que quería jugar con su pelota amarilla en el recreo.","Esta mañana, papá le preguntó a Emma qué juguete le gustaría llevarse al colegio y Emma dijo que quería jugar con su pelota amarilla en el recreo."
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-12-instruct2.mp3,0.2704626334519573,True,"Después, Emma se fue a su habitación a prepararse para ir al colegio. Mientras se preparaba, cambió de opinión y le gritó a su papá: ""En realidad, ¿podría mejor llevar mi pelota roja, por favor?"" y siguió preparándose para ir al colegio. Pero Papá no oyó a Emma pedir su pelota roja.","Después, Emma se fue a su habitación a prepararse para ir al colegio, mientras se preparaba, cambió de opinión y le gritó a su papá. En realidad, podría mejor llevar mi pelota roja por favor y siguió preparándose para ir al colegio. Pero papá no o yo a Emma pedir su pelota roja."
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-12-instruct3.mp3,0.19637462235649547,True,"El papá no oyó a Emma decir que quería su pelota roja. Así que el papá piensa que Emma quiere su pelota amarilla. El papá va a preparar la mochila de Emma, ¡pero no encuentra su pelota amarilla en la caja de juguetes! Pero papá el encuentra la pelota azul en la caja de juguetes, así que empaca la pelota azul en la maleta de Emma.","El papá no o yo a Emma decir que quería su pelota roja, así que el papá piensa que Emma quiere su pelota amarilla. El papá va a preparar la mochila de Emma, pero no encuentra su pelota amarilla en la caja de juguetes, pero papá la encuentra la pelota azul en la caja de juguetes, así que empaca la pelota azul en la maleta de Emma."
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-12-instruct4.mp3,0.9799196787148594,False,"De camino al colegio, el papá le dice a Emma ""Lo siento mucho, no pude empacar el juguete que querías porque no lo encontré"".","De camino al colegio, el papá le dice a Emma. Lo siento mucho. No pude empacar el juguete que querías porque no lo encontré."
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-12-instruct5.mp3,0.9534883720930233,False,Emma está muy feliz de jugar con su pelota.,¡Ema está muy feliz de jugar con su pelota!
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-12-q1-false_belief.mp3,0.9921259842519685,False,¿Cuál juguete cree el papá que Emma quiere llevar a la escuela?,¿Cuál juguete creen el papá que Emma quiere llevar a la escuela?
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-12-q2-false_belief.mp3,0.967032967032967,False,¿Emma sabe que su papá empacó la pelota azul?,¿Embas sabe que su papá empacó la pelota azul?
/home/david/levante/levante_translations/audio_files/es-CO/ToM-scene-12-q3-false_belief.mp3,1.0,False,¿Cuál pelota cree Emma que empacó su papá?,¿Cuál pelota cree Emma que empacó su papá?
